#{"t_start": 1767367484.0701704, "env_id": "None"}
r,l,t
-11.25,46,609.581005
110.75,109,610.081312
113.5,109,614.824899
-10.5,46,615.025929
111.75,109,615.49031
-9.0,47,615.72338
110.25,107,616.196766
-8.5,47,616.398594
-10.5,47,616.611573
-8.75,47,616.840172
113.25,109,617.361736
109.0,109,617.867698
111.75,109,618.343506
114.5,109,618.836315
110.5,107,619.275878
111.25,108,619.758031
107.0,107,620.207188
112.25,109,620.681991
-9.25,47,620.864601
110.0,107,621.29564
108.5,107,621.741635
107.0,108,622.24959
110.5,107,622.733351
-11.0,46,622.913972
110.5,108,627.620522
110.0,108,628.088258
111.0,109,628.587577
109.75,109,629.062483
109.75,108,629.50268
111.25,108,629.995589
112.0,109,630.570926
-8.5,47,630.817822
-8.0,47,631.027532
107.75,107,631.453361
113.5,109,631.957995
-9.25,47,632.137215
112.5,109,632.584865
-8.75,47,632.802358
110.0,109,633.230197
-9.25,47,633.424212
111.5,109,633.918727
-8.5,47,634.125403
107.75,107,634.602531
-8.0,47,634.827129
112.75,109,635.328223
-10.0,47,635.52035
-11.5,46,635.735043
-8.75,47,635.909204
-8.0,47,636.099009
109.75,107,636.568594
-10.75,47,640.953194
-8.5,47,641.152414
-8.5,47,641.362612
111.75,109,641.854964
-8.75,47,642.07936
-9.5,47,642.279313
-9.0,47,642.508899
-11.75,46,642.686563
-11.0,46,642.900024
113.25,109,643.345131
112.75,109,643.831075
109.0,107,644.259635
109.5,107,644.732745
111.75,109,645.190547
-8.0,47,645.396883
112.5,109,645.91535
-11.0,46,646.115487
114.0,109,646.571679
-9.25,47,646.767663
113.5,109,647.251266
111.75,109,647.700594
-8.5,47,647.974005
107.75,107,648.442737
110.25,109,648.956264
112.0,109,649.486156
114.0,109,654.004805
112.0,109,654.553054
114.25,109,655.033161
113.5,109,655.54177
113.25,109,656.007881
-8.0,47,656.232862
-8.0,47,656.441401
-8.0,47,656.621548
110.75,109,657.112629
112.75,109,657.610235
112.5,109,658.104242
113.75,109,658.624879
-9.25,47,658.831467
111.5,109,659.326468
-8.75,47,659.572646
-9.0,47,659.784356
113.25,109,660.256722
-8.75,47,660.467208
110.0,107,660.963322
112.75,109,661.453531
-8.0,47,661.66022
-8.0,47,661.865203
-10.75,46,662.089186
110.5,109,662.522464
109.75,108,663.000559
114.75,109,667.674243
113.0,109,668.124951
110.0,109,668.626526
113.0,109,669.160161
112.5,109,669.746304
108.5,107,670.20682
112.5,109,670.709539
-9.5,47,670.924905
113.25,109,671.42818
109.0,107,671.937586
-8.0,47,672.15118
108.75,107,672.621319
-8.0,47,672.823049
113.0,109,673.333779
-9.5,47,673.528597
-10.0,47,673.725038
111.75,108,674.200538
-8.0,47,674.428718
-8.0,47,674.658093
113.5,109,675.080236
-8.0,47,675.275164
110.25,108,675.772714
-9.75,47,675.976933
114.25,109,676.427464
112.25,109,680.940415
-10.5,46,681.128387
109.5,109,681.673018
-8.0,47,681.873757
104.5,106,682.378497
108.75,108,682.964139
109.25,109,683.479193
113.5,109,683.947815
-8.0,47,684.162747
114.25,109,684.659309
114.0,109,685.180337
110.0,107,685.657197
113.5,109,686.143349
-8.0,47,686.370838
-8.0,47,686.58786
-11.0,46,686.812622
112.75,109,687.318465
-11.25,46,687.547346
-8.75,47,687.741918
111.0,108,688.1836
110.0,109,688.660575
112.75,109,689.190067
113.5,109,689.730374
111.0,107,694.625469
109.0,107,695.13649
113.0,109,695.608722
111.75,109,696.090397
109.75,109,696.557138
109.25,108,696.977518
112.75,109,697.462422
111.0,109,697.978156
112.5,109,698.532585
-11.75,46,698.726325
112.5,109,699.170208
113.0,109,699.719319
-8.5,47,699.95411
-8.0,47,700.178564
108.0,108,700.778522
-8.0,47,700.97848
-9.75,47,701.176828
113.25,109,701.649688
110.0,107,702.088432
113.75,109,702.531702
109.5,108,703.006815
110.25,108,703.45733
-8.75,47,703.695043
110.0,107,708.255479
111.5,108,708.728608
114.0,109,709.227462
112.75,109,709.683573
-8.5,47,709.883176
-9.0,47,710.082543
-10.5,46,710.29572
-8.0,47,710.495481
-8.5,47,710.741745
112.25,109,711.195003
113.75,109,711.651608
112.75,109,712.091615
113.5,109,712.544382
-8.5,47,712.728853
-8.0,47,712.914776
111.25,108,713.380987
113.25,109,713.848839
112.25,109,714.427715
108.75,107,714.847836
-8.0,47,715.053002
111.25,108,715.536404
114.5,109,716.018903
115.0,110,716.528121
111.5,109,721.017615
-12.0,46,721.237429
-8.0,47,721.433233
-10.75,47,721.633233
110.25,109,722.105728
115.5,109,722.59903
113.5,109,723.05585
109.25,107,723.565938
-9.25,47,723.767653
109.75,107,724.260031
113.5,109,724.772635
110.75,107,725.317683
-8.0,47,725.534516
-8.0,47,725.730537
-9.25,47,725.911167
113.5,109,726.386285
-8.0,47,726.585649
-8.0,47,726.825418
-8.5,47,727.035281
109.5,107,727.543475
112.75,109,728.039912
-9.25,47,728.246652
108.75,107,728.780024
109.75,107,729.249586
111.0,108,729.736271
111.25,109,734.469459
-8.5,47,734.672499
-10.5,46,734.897171
112.5,109,735.377544
114.0,109,735.862046
-8.5,47,736.081612
-8.0,47,736.272752
110.25,109,736.77867
-10.5,46,736.987923
112.25,109,737.466767
-8.5,47,737.656685
112.75,109,738.142062
109.25,107,738.581306
-8.0,47,738.799666
-8.5,47,739.019313
-9.0,47,739.230437
107.75,107,739.693128
111.0,107,740.175367
-8.0,47,740.383565
113.75,109,740.851825
111.25,109,741.332969
-11.25,46,741.560349
111.25,108,742.036182
112.25,109,742.499421
112.75,109,742.942019
111.5,109,747.571834
111.75,108,748.012044
113.75,109,748.502853
112.25,109,748.965179
112.5,109,749.406477
-8.0,47,749.600165
114.25,109,750.104609
-8.5,47,750.279376
-8.0,47,750.457015
-8.0,47,750.65817
-8.5,47,750.854985
112.0,108,751.301139
-9.25,47,751.487047
113.0,109,751.983006
113.5,110,752.44152
-8.0,47,752.642426
-8.75,47,752.856469
112.5,108,753.310416
115.0,109,753.796769
-8.5,47,754.02859
-11.0,46,754.248017
108.5,107,754.731432
113.25,109,755.163582
110.5,107,755.641492
112.75,109,756.092429
-8.0,47,760.467645
-8.5,47,760.654258
-8.5,47,760.852659
-8.0,47,761.069923
113.25,109,761.521145
114.5,109,761.958189
-8.75,47,762.148203
-8.5,47,762.379133
-8.5,47,762.557961
113.25,109,762.996021
112.0,109,763.483291
-10.5,46,763.678686
-10.5,46,763.895764
110.5,107,764.356078
-8.75,47,764.554167
-9.25,47,764.742116
-8.0,47,764.953351
-9.5,47,765.148798
113.75,109,765.616406
-8.0,47,765.816924
112.25,109,766.289533
114.25,109,766.758775
115.5,109,767.237965
-11.25,46,767.460308
113.0,109,767.883351
111.75,109,768.351425
111.0,108,768.787944
113.0,109,773.237909
113.5,109,773.705666
-8.0,47,773.931004
-8.75,47,774.198249
-8.0,47,774.417142
-8.0,47,774.593893
111.75,109,775.017691
-9.25,47,775.219698
-9.25,47,775.415755
112.25,109,775.892722
114.0,109,776.350415
113.25,109,776.790697
-11.0,46,777.011214
-8.0,47,777.202875
115.0,109,777.681657
109.25,107,778.140998
110.5,109,778.631013
-9.0,47,778.85113
-8.75,47,779.046711
-11.25,46,779.2486
-8.0,47,779.462542
109.0,108,779.944344
113.75,109,780.405484
110.5,109,780.895236
110.5,109,781.350783
112.0,109,781.835514
114.5,109,786.303071
110.25,109,786.824239
114.25,109,787.283949
116.0,109,787.758576
-8.0,47,787.955506
-8.0,47,788.18074
110.75,107,788.640251
-8.0,47,788.848638
110.0,107,789.303293
112.5,109,789.870605
-9.5,47,790.07972
-8.0,47,790.287146
108.5,107,790.849443
111.75,108,791.319883
-8.5,47,791.561074
115.0,109,792.042827
114.5,109,792.542901
109.5,107,792.978841
113.5,109,793.469877
111.25,107,793.916838
112.5,109,794.414677
109.75,108,794.884393
111.0,109,799.581322
113.5,109,800.058949
113.0,109,800.50443
-8.0,47,800.688117
113.25,109,801.155711
-11.0,46,801.378085
113.0,109,801.84424
113.75,109,802.313525
-8.5,47,802.537668
-8.0,47,802.73881
110.75,107,803.164286
112.25,109,803.767688
113.25,109,804.219833
112.0,109,804.67842
-11.25,46,804.872651
109.5,108,805.358766
113.5,109,805.817698
112.75,109,806.377953
109.5,107,806.834887
111.5,109,807.329408
109.25,108,807.88576
-8.0,47,808.085539
107.75,107,812.905425
109.5,107,813.353803
-8.0,47,813.584938
-8.0,47,813.791354
114.5,109,814.2904
-8.5,47,814.475363
-8.0,47,814.668763
113.75,109,815.128354
-9.25,47,815.326829
-8.0,47,815.534027
111.0,108,816.074877
110.0,107,816.562485
114.75,109,817.047693
110.75,107,817.522158
-8.5,47,817.719481
-9.0,47,817.986115
113.75,109,818.449897
112.25,109,818.906721
115.5,109,819.332737
110.75,107,819.776519
-8.5,47,820.00767
112.25,109,820.528361
106.0,107,821.034637
112.25,109,821.488972
-8.0,47,821.71104
114.0,109,826.48403
-8.5,47,826.706227
112.25,109,827.202802
-8.5,47,827.413007
-8.0,47,827.618779
-8.75,47,827.867278
-8.0,47,828.058375
111.25,109,828.549201
110.75,108,829.055582
114.25,109,829.54543
-8.0,47,829.752316
113.75,109,830.251544
110.75,107,830.716222
-8.0,47,830.909533
114.5,109,831.370168
114.25,109,831.854248
111.5,107,832.327669
112.0,108,832.787591
115.0,109,833.237227
115.25,109,833.682788
-8.75,47,833.878584
114.25,109,834.326514
-8.75,47,834.523838
-8.5,47,834.71974
-9.25,47,834.901561
111.5,108,839.610094
109.5,107,840.040254
114.0,109,840.476402
112.5,108,840.926522
111.5,107,841.524636
-8.5,47,841.730304
110.0,109,842.302241
114.75,109,842.888787
112.75,109,843.392904
112.25,109,843.877472
-11.0,46,844.067647
112.25,109,844.626474
-8.75,47,844.836533
113.0,109,845.268942
113.5,109,845.705313
-8.0,47,845.931052
-8.0,47,846.12767
-8.0,47,846.297458
112.25,109,846.757716
-8.0,47,846.967173
112.75,109,847.455707
-8.5,47,847.657193
-8.0,47,847.869257
110.25,108,848.383878
113.75,109,853.055591
-8.0,47,853.260454
113.0,109,853.741972
110.0,107,854.210032
-8.0,47,854.436804
115.5,109,854.953364
-11.25,46,855.169524
116.0,109,855.627873
113.5,109,856.092891
-8.75,47,856.300968
-10.5,46,856.492135
-8.0,47,856.689684
110.75,107,857.160234
-8.0,47,857.381547
113.5,109,857.84665
115.5,109,858.322812
112.75,109,858.801393
-8.5,47,859.006361
111.5,109,859.46658
-8.5,47,859.676152
107.75,107,860.108391
110.75,108,860.534249
111.75,109,860.999497
114.25,109,861.475749
-9.25,47,861.65398
115.5,109,866.003173
114.25,109,866.48227
-8.75,47,866.689307
-8.0,47,866.904025
109.5,107,867.371848
-9.5,47,867.571889
115.25,109,868.018841
-8.0,47,868.212384
113.75,109,868.702409
113.5,109,869.190711
-9.25,47,869.380983
112.25,108,869.933575
-8.0,47,870.148884
-8.0,47,870.340342
-8.5,47,870.548106
-8.0,47,870.758585
-8.0,47,870.95549
108.0,107,871.394038
113.0,109,871.889966
110.0,107,872.309808
109.75,109,872.7711
-9.75,47,872.971284
113.5,109,873.397889
109.5,107,873.905113
-8.0,47,874.125255
113.25,109,879.113132
114.5,109,879.592913
114.0,109,880.067107
114.0,109,880.614737
113.25,109,881.084241
-8.75,47,881.325727
-8.5,47,881.546489
115.0,109,882.06197
-11.75,46,882.286191
113.0,109,882.764588
114.25,109,883.184657
110.5,107,883.62139
114.0,109,884.122661
110.25,107,884.606457
113.25,109,885.143776
113.5,109,885.652525
-8.5,47,885.881005
114.25,109,886.332809
112.25,109,886.834072
114.75,109,887.31023
112.25,109,887.775287
110.0,107,892.341771
112.5,109,892.828726
-8.0,47,893.038129
-8.75,47,893.263186
114.0,109,893.770947
114.5,109,894.24067
114.5,109,894.687469
113.75,109,895.136706
-8.5,47,895.366929
114.5,109,895.898531
-8.75,47,896.101863
-8.0,47,896.373335
112.0,109,896.92322
114.0,109,897.412422
-8.0,47,897.636276
-8.0,47,897.851741
-8.5,47,898.083218
-8.75,47,898.311503
111.5,109,898.827104
112.0,109,899.319884
113.5,109,899.839868
-9.0,47,900.070026
-8.0,47,900.307222
-8.75,47,900.514419
111.5,109,901.013627
113.75,109,901.43537
112.5,109,905.858149
113.25,109,906.367414
110.5,108,906.844212
113.25,109,907.332379
110.75,109,907.791069
116.0,109,908.321342
-9.0,47,908.505693
114.25,109,908.95943
-8.5,47,909.155491
-10.5,46,909.359163
113.75,109,909.820216
112.0,109,910.295419
110.25,107,910.767724
114.0,109,911.240842
114.5,109,911.722554
110.25,107,912.186716
-8.0,47,912.390282
110.75,107,912.843463
115.0,109,913.295209
-10.5,46,913.502903
114.5,109,913.964628
112.75,109,914.458606
-8.0,47,918.759504
113.75,109,919.270615
-8.5,47,919.47078
-8.5,47,919.714573
112.5,109,920.199775
112.0,108,920.669538
113.0,109,921.126778
-8.75,47,921.313352
-8.5,47,921.501059
110.0,107,921.978106
110.25,108,922.487847
109.75,108,922.978964
113.0,109,923.418182
-8.0,47,923.652273
111.5,109,924.152308
109.25,107,924.648257
-8.0,47,924.841353
114.25,109,925.279877
111.75,108,925.736182
-8.75,47,925.952073
111.0,108,926.443568
-8.75,47,926.656344
-8.0,47,926.880581
-8.0,47,927.085874
-8.0,47,927.32832
112.25,109,932.031319
112.0,109,932.491579
114.0,109,932.967639
111.25,108,933.432118
113.25,109,933.911801
107.5,107,934.385167
114.5,109,934.89222
109.5,107,935.362373
-8.75,47,935.56848
-8.75,47,935.842665
113.75,109,936.364943
-8.5,47,936.574406
111.0,107,937.174124
113.5,109,937.682533
-8.0,47,937.859314
114.0,109,938.31019
-12.0,46,938.526481
-8.0,47,938.737998
-9.25,47,938.953534
112.0,109,939.470023
-8.0,47,939.649052
110.0,108,940.222709
108.5,106,940.715159
-8.0,47,940.917571
113.5,109,945.881857
-8.0,47,946.101729
-8.0,47,946.316223
114.25,109,946.786591
111.25,108,947.242216
-8.0,47,947.449285
113.25,109,947.927966
110.75,107,948.37613
-8.75,47,948.583734
111.25,109,949.030579
-8.75,47,949.255559
110.25,107,949.722951
-8.75,47,949.916635
-8.0,47,950.107452
113.0,109,950.575338
-8.0,47,950.768775
-10.5,46,950.949701
113.0,109,951.420584
109.75,107,951.893098
113.5,109,952.411711
113.75,109,952.892791
-8.0,47,953.107129
113.25,109,953.561304
-10.5,46,953.754705
-8.75,47,953.964194
109.5,107,954.427378
111.25,109,958.864922
-8.0,47,959.097031
115.5,109,959.570435
114.0,109,960.071737
-8.0,47,960.282743
113.25,109,960.794206
115.0,110,961.333785
115.5,109,961.837594
-8.5,47,962.045932
111.5,109,962.518013
113.0,109,962.997339
-9.25,47,963.296978
-8.0,47,963.491872
110.75,107,963.966235
111.0,108,964.432933
114.0,109,965.016922
112.5,109,965.485759
-8.75,47,965.706387
-8.75,47,965.958516
-8.5,47,966.188639
109.75,107,966.650061
109.0,108,967.20994
111.5,108,967.684279
110.5,107,968.133501
110.25,107,972.719556
-8.0,47,972.98335
113.0,109,973.420428
113.25,109,973.930262
108.75,107,974.445077
-11.75,46,974.652748
-11.25,46,974.917808
113.25,109,975.423189
111.5,108,975.853791
111.0,108,976.304489
112.25,109,976.819516
-8.0,47,977.06546
-8.75,47,977.277292
110.75,107,977.76433
-9.25,47,977.963357
110.0,108,978.458262
110.25,108,978.941241
113.75,109,979.457774
111.25,107,979.960692
109.75,107,980.403827
111.5,108,980.86501
-8.0,47,981.135497
112.75,109,981.644677
-8.0,47,985.804512
111.75,109,986.32893
-8.0,47,986.527322
113.75,109,987.009825
-8.0,47,987.201729
-8.75,47,987.394504
113.75,109,987.874789
-8.0,47,988.07827
110.0,107,988.546787
113.5,109,989.028884
112.75,109,989.515558
114.25,109,990.065792
114.0,109,990.718096
-8.5,47,990.951643
115.5,109,991.437615
-11.25,46,991.626793
-9.25,47,991.856309
112.0,109,992.420115
-8.5,47,992.640275
112.25,109,993.091465
-9.5,47,993.287074
-9.0,47,993.505138
-8.0,47,993.734279
115.0,109,994.229338
113.5,108,994.689368
113.75,109,999.151787
-8.0,47,999.366634
-8.0,47,999.568876
113.75,109,1000.074309
111.0,107,1000.537459
-8.0,47,1000.775733
-8.0,47,1000.974073
-8.0,47,1001.163486
-9.25,47,1001.379536
109.75,109,1001.85974
-10.5,46,1002.063329
-8.0,47,1002.290946
113.0,109,1002.803714
-8.5,47,1003.034435
114.5,109,1003.582139
113.5,109,1004.101991
-8.0,47,1004.325378
111.5,107,1004.762029
113.0,109,1005.235466
-8.5,47,1005.440144
-9.25,47,1005.631913
-9.5,47,1005.83783
115.0,109,1006.347538
115.5,109,1006.820529
113.75,109,1007.284021
113.0,109,1007.791506
112.25,108,1012.960762
114.25,109,1013.41161
110.5,107,1013.911412
113.25,109,1014.372983
-8.0,47,1014.588406
111.75,109,1015.070372
110.75,107,1015.491635
112.25,109,1015.938246
111.5,108,1016.395054
112.5,110,1016.84521
114.5,109,1017.299195
113.5,109,1017.745166
109.5,107,1018.18739
110.0,107,1018.585823
-8.75,47,1018.772095
110.25,107,1019.246372
114.25,109,1019.777195
-8.5,47,1019.961105
-8.0,47,1020.185238
-9.75,47,1020.38283
110.75,109,1020.828554
-11.25,46,1021.020683
-8.75,47,1021.223556
115.5,109,1025.96683
-8.0,47,1026.167482
-9.0,47,1026.360152
115.0,109,1026.849678
-8.5,47,1027.065467
111.0,108,1027.556663
-8.75,47,1027.753424
114.5,109,1028.232032
-8.0,47,1028.476566
113.0,109,1029.003517
114.5,109,1029.459363
-9.0,47,1029.664415
-8.5,47,1029.852408
109.75,107,1030.326366
114.25,109,1030.83192
109.25,107,1031.335505
109.5,107,1031.788481
-9.0,47,1031.997819
113.25,109,1032.490264
111.5,108,1032.982355
-9.75,47,1033.20468
-10.5,46,1033.414745
111.25,108,1033.895115
109.75,108,1034.399219
114.25,109,1034.883949
114.0,109,1039.478718
-8.0,47,1039.707388
113.5,109,1040.180929
113.0,109,1040.621802
113.5,109,1041.051582
-10.5,46,1041.267985
111.5,107,1041.765931
112.5,108,1042.265731
110.5,107,1042.766695
113.75,109,1043.229241
-9.25,47,1043.446785
-8.0,47,1043.646633
-8.75,47,1043.877768
112.0,108,1044.349981
-8.75,47,1044.549953
-8.0,47,1044.75496
-8.0,47,1044.944556
113.25,109,1045.379076
110.5,107,1045.847043
-8.0,47,1046.038529
-9.75,47,1046.219494
112.0,107,1046.67299
113.0,109,1047.097434
-8.0,47,1047.297655
113.0,109,1047.818084
-9.0,47,1048.030405
-8.75,47,1052.627701
-8.5,47,1052.819447
113.0,109,1053.302924
-8.75,47,1053.530076
113.5,109,1054.001433
-9.25,47,1054.220995
111.0,108,1054.71771
-8.5,47,1054.916883
-8.0,47,1055.11647
113.75,109,1055.579816
-8.0,47,1055.784568
113.75,109,1056.255473
115.5,109,1056.708983
110.0,107,1057.204503
109.0,108,1057.669632
113.25,109,1058.109914
116.0,109,1058.630285
-8.0,47,1058.837848
-10.5,46,1059.080032
114.5,109,1059.669461
113.0,109,1060.153209
111.5,108,1060.612095
-8.0,47,1060.815815
-8.75,47,1061.004676
114.75,109,1061.503711
-8.0,47,1065.951925
110.0,107,1066.449534
-8.0,47,1066.674223
-8.75,47,1066.90523
110.25,107,1067.46865
114.25,109,1067.929499
108.75,107,1068.419533
111.5,109,1068.864202
-9.25,47,1069.042275
-8.0,47,1069.244456
109.5,107,1069.703053
114.0,109,1070.180052
-8.5,47,1070.388226
-8.0,47,1070.582052
-8.0,47,1070.784684
-9.25,47,1070.995123
112.0,109,1071.446785
-8.0,47,1071.659598
114.25,109,1072.130753
-8.5,47,1072.378603
108.0,107,1072.851299
114.75,109,1073.352305
109.0,107,1073.861711
112.5,109,1074.323409
113.25,109,1074.821605
113.25,109,1079.23376
109.25,107,1079.681432
-8.75,47,1079.904527
-8.75,47,1080.101059
114.75,109,1080.591924
111.5,107,1081.080703
113.0,108,1081.535445
115.0,109,1082.024671
112.75,109,1082.497713
114.0,109,1082.978687
114.0,109,1083.453846
110.25,109,1083.92896
113.5,109,1084.42114
-8.0,47,1084.600452
-8.5,47,1084.786958
113.0,109,1085.260534
114.5,109,1085.696916
112.0,109,1086.172758
-8.0,47,1086.366394
109.0,107,1086.917261
113.75,109,1087.373188
113.75,109,1087.841839
-8.0,47,1092.0825
-8.75,47,1092.30652
113.25,109,1092.769759
112.75,109,1093.236807
-8.5,47,1093.446632
114.5,109,1093.879604
111.0,109,1094.349517
114.5,109,1094.83786
-8.0,47,1095.052889
115.5,109,1095.532011
-8.5,47,1095.734331
-8.0,47,1095.968314
-8.0,47,1096.187794
-8.75,47,1096.402021
112.75,109,1096.971599
-8.0,47,1097.178771
113.0,109,1097.634527
115.5,109,1098.15766
110.5,107,1098.651372
113.5,109,1099.13884
115.0,109,1099.598248
114.25,109,1100.034571
114.5,109,1100.489713
-11.0,46,1100.676374
115.0,109,1105.20425
115.25,109,1105.665839
113.25,109,1106.086753
-8.0,47,1106.291717
-8.0,47,1106.494891
-10.5,46,1106.679903
113.5,109,1107.140495
113.25,109,1107.63619
111.25,109,1108.129545
112.5,109,1108.642357
112.5,108,1109.078236
114.25,109,1109.561378
113.25,109,1110.063933
-8.75,47,1110.278039
-10.5,46,1110.479383
-8.0,47,1110.697139
114.5,109,1111.164669
113.25,109,1111.658704
-8.0,47,1111.859433
-8.5,47,1112.123182
112.0,109,1112.582668
113.5,109,1113.083426
109.5,107,1113.60385
-8.0,47,1113.83476
113.5,109,1118.713604
113.0,109,1119.211422
114.5,109,1119.713935
108.5,107,1120.193484
113.25,109,1120.680456
-11.25,46,1120.876769
-8.75,47,1121.114168
112.75,109,1121.5773
112.5,108,1122.028441
-8.5,47,1122.221668
-8.0,47,1122.438891
113.25,109,1122.890235
-8.0,47,1123.103501
115.0,109,1123.590403
112.75,109,1124.073751
-8.75,47,1124.284229
115.5,109,1124.705621
115.25,109,1125.139967
-10.5,46,1125.315225
-8.0,47,1125.510751
112.25,109,1125.9841
-8.0,47,1126.189281
110.0,107,1126.656913
114.0,109,1127.149788
114.0,109,1131.719222
116.25,110,1132.22667
-8.0,47,1132.43045
-8.0,47,1132.652651
109.75,107,1133.155118
112.5,108,1133.627203
113.5,108,1134.10682
-8.75,47,1134.303782
114.0,109,1134.781964
111.0,107,1135.26414
113.5,109,1135.714473
-8.75,47,1135.900938
112.0,107,1136.352007
-8.5,47,1136.540398
114.25,109,1137.021023
114.5,109,1137.474737
115.5,109,1137.95908
-8.75,47,1138.145437
-11.25,46,1138.334706
114.5,109,1138.883812
112.0,109,1139.384387
109.75,107,1139.852385
-8.75,47,1140.060226
-8.0,47,1140.251652
113.5,109,1144.849694
-8.0,47,1145.062747
115.25,109,1145.561801
113.75,109,1146.035636
-8.0,47,1146.248024
-8.0,47,1146.443894
111.5,109,1146.918838
111.0,107,1147.39468
-8.0,47,1147.604684
-8.5,47,1147.783082
115.5,109,1148.254246
-8.0,47,1148.449876
-8.5,47,1148.690035
116.0,109,1149.177612
-8.0,47,1149.394142
115.5,109,1149.867831
112.0,108,1150.354315
111.75,108,1150.833487
115.0,109,1151.321871
114.75,109,1151.784505
109.25,107,1152.259722
-11.0,46,1152.453651
114.25,109,1152.924486
115.5,109,1153.398689
115.25,109,1158.082858
-8.0,47,1158.295993
-9.25,47,1158.519985
113.75,109,1159.129519
111.0,107,1159.585239
-9.25,47,1159.775795
-8.0,47,1159.984679
114.0,109,1160.551502
-10.75,47,1160.8557
114.25,109,1161.34033
111.25,108,1161.840861
-8.5,47,1162.063963
112.75,109,1162.490893
112.75,108,1162.954078
-9.0,47,1163.14254
115.5,109,1163.58125
115.5,109,1164.086209
115.5,109,1164.583971
114.25,109,1165.020262
-8.0,47,1165.229801
109.25,107,1165.692436
-8.5,47,1165.906207
-8.75,47,1166.106335
113.0,108,1166.548146
113.5,109,1167.011386
-9.0,47,1171.240508
-8.0,47,1171.450562
-8.0,47,1171.618028
110.75,107,1172.093236
114.25,109,1172.658038
-8.5,47,1172.860544
-10.5,46,1173.058364
-8.0,47,1173.267761
113.25,109,1173.768255
114.0,109,1174.218157
113.5,109,1174.637388
-8.0,47,1174.851556
112.25,109,1175.308195
-8.75,47,1175.509018
113.25,109,1175.943095
110.5,107,1176.425684
111.25,108,1176.927544
110.5,108,1177.394241
-8.0,47,1177.611396
110.5,107,1178.113916
113.5,108,1178.637113
113.5,109,1179.169592
109.5,107,1179.645504
-10.5,46,1179.847731
114.0,109,1184.469072
114.25,109,1184.913107
110.0,107,1185.466293
110.75,108,1185.950999
-8.0,47,1186.156149
111.0,108,1186.651654
-8.0,47,1186.870373
-8.75,47,1187.074505
-8.0,47,1187.301695
114.5,109,1187.793433
-9.25,47,1188.008441
111.5,108,1188.464293
114.25,109,1188.961686
-8.0,47,1189.164116
109.5,107,1189.643455
-10.5,46,1189.851255
114.5,109,1190.330501
110.0,107,1190.797302
-8.75,47,1191.087563
-11.25,46,1191.298278
-8.0,47,1191.489259
-8.0,47,1191.696688
115.25,109,1192.20219
110.25,107,1192.718613
111.0,107,1193.217213
114.75,109,1197.831064
-8.0,47,1198.090827
-8.5,47,1198.294559
-8.0,47,1198.524639
110.25,107,1199.010822
112.0,109,1199.491027
114.75,109,1199.938207
108.75,107,1200.427032
-10.5,46,1200.740299
112.75,109,1201.211437
111.0,107,1201.675906
-9.25,47,1201.890801
-8.5,47,1202.090129
-8.5,47,1202.334152
-8.0,47,1202.567703
-8.0,47,1202.76614
113.0,109,1203.238341
114.75,109,1203.731986
114.0,109,1204.233194
114.5,109,1204.730964
-8.0,47,1204.938632
-8.75,47,1205.128848
-8.5,47,1205.347696
-8.0,47,1205.552575
113.75,109,1206.045647
107.75,107,1206.546458
-8.5,47,1206.751098
-10.5,46,1206.978243
111.75,108,1211.531407
114.75,109,1212.058971
112.5,109,1212.556807
114.75,109,1213.062795
109.5,107,1213.571981
-8.0,47,1213.770462
109.5,107,1214.305759
113.0,109,1214.780609
115.0,109,1215.260005
109.5,107,1215.75122
113.5,109,1216.212857
-9.5,47,1216.431506
110.5,108,1216.919004
-8.0,47,1217.126746
114.75,109,1217.624613
-10.5,46,1217.814657
115.5,109,1218.292633
114.75,109,1218.71219
113.25,109,1219.19492
-8.5,47,1219.389753
-11.0,46,1219.614406
-8.0,47,1219.820477
-8.5,47,1220.010178
-8.0,47,1220.199648
113.5,109,1224.391761
-8.75,47,1224.597398
112.5,109,1225.097943
-9.0,47,1225.294018
114.0,109,1225.78134
113.5,109,1226.280805
114.75,109,1226.805404
113.5,109,1227.297223
-9.25,47,1227.50132
-8.0,47,1227.695484
-8.5,47,1227.905864
-8.0,47,1228.093564
113.75,109,1228.615213
108.75,107,1229.075729
112.0,107,1229.572458
-8.0,47,1229.771346
110.75,108,1230.26238
112.25,108,1230.745885
-8.0,47,1230.968007
111.0,107,1231.448244
112.75,109,1232.059801
109.75,107,1232.556842
-8.0,47,1232.761539
112.0,108,1233.257813
-8.75,47,1237.25889
114.5,109,1237.770998
111.0,108,1238.229837
-8.75,47,1238.460747
113.25,109,1238.940494
-8.0,47,1239.189745
115.0,109,1239.666322
112.75,109,1240.183281
-8.0,47,1240.415038
-8.0,47,1240.610999
114.5,109,1241.053488
-8.0,47,1241.270957
112.25,109,1241.753988
113.5,109,1242.250375
113.75,109,1242.752751
115.5,109,1243.262812
110.75,109,1243.686203
114.5,109,1244.127004
113.0,109,1244.640562
-8.0,47,1244.856157
111.25,107,1245.371701
109.25,108,1245.890524
114.0,109,1246.393031
112.25,108,1251.089444
-8.5,47,1251.303264
110.25,107,1251.810165
113.25,109,1252.34131
114.5,109,1252.789471
-10.5,46,1252.996822
113.5,109,1253.454279
111.5,107,1253.892586
-8.75,47,1254.090979
115.5,109,1254.549816
114.0,108,1255.003543
115.25,109,1255.495098
-8.75,47,1255.664122
-11.0,46,1255.838779
