#{"t_start": 1767367484.0701704, "env_id": "None"}
r,l,t
-26.25,47,65.069471
-18.25,54,65.639429
-27.5,46,66.124424
-24.5,47,66.613913
-26.5,46,67.10099
-27.25,47,67.584729
-25.0,47,68.109241
-24.75,47,68.609176
-24.75,47,69.078127
-26.0,47,69.557616
-25.75,47,70.040323
-23.25,51,70.57901
-23.75,46,71.067556
-27.25,46,71.540725
-26.25,48,72.010884
-24.75,47,72.509606
-20.25,53,73.06317
-24.75,49,73.566384
-24.0,47,74.038901
-22.5,47,74.523158
-28.5,47,74.982948
-26.5,46,84.021678
-23.75,47,84.481736
-24.0,46,84.944132
74.0,108,86.073672
-23.25,46,86.587961
-24.0,46,87.042672
-24.25,47,87.563017
76.25,107,88.678948
-26.25,46,89.142972
-22.75,47,89.595556
-25.5,47,90.120414
-28.25,47,90.660688
68.5,107,91.739984
-26.5,47,92.225135
-17.25,51,92.743931
-26.5,47,93.21625
-28.75,46,93.683554
-27.25,46,94.158662
-24.25,47,94.645743
-24.25,47,95.132951
-23.25,47,95.622201
-23.0,47,96.090653
-29.0,46,96.554578
-29.5,46,97.014899
-26.0,47,97.516817
-22.25,47,97.984912
-23.75,46,98.505347
-20.75,47,98.973836
-23.5,47,99.456302
-27.0,46,99.96198
-24.75,47,100.472138
-28.5,46,100.952204
-26.25,46,101.455145
-27.25,46,101.947256
-19.25,51,102.475787
-26.25,46,102.964507
-25.75,46,103.452193
80.5,111,104.617305
-22.75,47,105.094995
-26.0,46,114.52545
-28.75,46,114.978735
-23.0,46,115.443383
165.5,163,117.092821
-19.5,47,117.53933
-23.0,47,117.988433
-26.5,46,118.431284
-22.75,46,118.929358
-26.0,46,119.392228
-18.25,49,119.89178
-23.25,47,120.395616
-23.5,49,120.928874
-24.75,47,121.382922
-29.75,46,121.901841
-25.75,47,122.393629
-25.75,47,122.86412
-27.5,46,123.332293
-23.0,46,123.810799
-25.0,47,124.316772
-25.5,46,124.80582
-27.0,46,125.267266
-20.5,46,125.74885
-24.75,47,126.255949
-24.0,47,126.731747
-20.25,47,127.242691
-27.0,46,127.737643
-25.5,49,128.238145
-23.75,47,128.760564
-25.0,47,129.25821
-24.0,47,129.735027
-23.5,47,130.221926
-24.25,47,130.685188
-21.25,47,131.174868
-29.0,46,131.675439
-23.75,46,132.11965
-22.75,49,132.606138
-21.5,47,133.144037
-19.0,52,133.687104
-29.5,46,134.186982
-22.25,49,134.713161
-23.25,47,135.207931
-23.75,46,144.163056
-22.0,47,144.633364
-23.5,47,145.096645
-23.75,46,145.5547
-15.0,51,146.095865
-22.75,47,146.537806
-27.25,47,146.993997
-24.75,46,147.479283
-26.0,46,147.968109
-22.75,47,148.468573
82.75,109,149.64604
-22.25,46,150.114156
-21.5,47,150.559499
-26.5,47,151.035132
-23.5,47,151.534032
-22.25,47,152.020018
-22.75,47,152.50546
-16.5,49,152.991119
-23.75,47,153.486657
-23.0,47,154.009571
72.5,105,155.13805
-20.75,47,155.636796
73.25,105,156.676829
-22.0,47,157.142928
-25.75,46,157.589459
-17.5,47,158.069927
-22.5,47,158.536582
-18.75,47,159.018029
-25.25,46,159.518688
-21.75,47,159.992318
-17.75,47,160.482185
-21.75,47,160.963926
-15.75,53,161.518091
-24.25,46,161.967594
-23.5,47,162.481928
-23.25,46,162.990443
-20.0,46,163.48552
-24.75,46,163.944271
-25.25,47,164.460068
-22.5,47,164.973269
-18.75,46,174.531825
-21.25,47,175.009905
-23.0,47,175.524312
-16.5,47,176.023045
-18.0,47,176.533234
-22.75,47,177.021811
-23.25,46,177.497115
-18.75,46,178.000224
-21.0,47,178.521166
-22.75,47,179.021852
85.75,113,180.210099
-25.75,47,180.727794
-24.75,46,181.185155
-21.0,46,181.653139
-20.25,47,182.140444
-19.25,47,182.622908
-21.75,47,182.88881
-20.0,47,183.087417
-20.25,47,183.315895
-22.75,46,183.495516
-22.5,47,183.668041
-22.0,46,183.84344
-18.0,49,184.022241
-21.75,46,184.234647
-22.75,47,184.425073
-20.75,47,184.629992
-17.25,47,184.861521
-21.0,47,185.079637
-23.75,47,185.282517
-23.5,47,185.485596
-23.25,47,185.696671
-23.0,47,185.912645
-21.75,47,186.104491
-18.25,47,186.329625
-24.25,48,186.555655
-25.0,46,186.762532
-19.75,47,186.962903
-20.75,46,187.169098
-16.5,50,187.371597
-21.25,47,187.598114
-20.25,47,187.794755
-23.25,47,187.999542
-21.25,46,192.366584
-20.25,47,192.604953
73.0,105,193.068903
-18.25,47,193.305443
-22.0,47,193.525072
-24.25,46,193.7142
-21.0,47,193.925805
-24.75,46,194.131193
-17.5,47,194.352486
-17.5,49,194.566474
-16.5,47,194.753238
-18.75,47,194.959575
-18.0,47,195.127867
-23.5,46,195.322291
-19.25,47,195.529175
-18.5,48,195.731625
-19.0,47,195.909815
-20.0,47,196.097694
-25.75,46,196.279427
93.0,109,196.785172
-16.5,47,196.98665
-21.0,50,197.205674
-20.0,47,197.403941
-24.0,46,197.606045
-20.5,47,197.798103
93.75,112,198.274169
-22.0,46,198.488768
-22.75,46,198.696012
-24.5,47,198.882133
-18.75,46,199.071935
182.25,164,199.816497
-23.5,47,200.008494
-14.25,50,200.222629
-23.5,47,200.429637
-20.25,46,200.644129
-23.75,46,200.837624
-24.75,46,201.056331
-20.75,47,205.536972
86.25,106,206.011214
-18.75,47,206.206064
-16.25,47,206.443678
-18.25,47,206.644226
-23.5,47,206.865419
-16.75,47,207.086911
-18.75,47,207.301863
91.0,111,207.796557
-24.75,46,208.005676
-22.5,47,208.211934
-20.0,46,208.414534
-23.5,46,208.617916
-18.5,47,208.820642
-16.25,47,209.025679
-22.0,47,209.237985
-14.0,47,209.455502
-20.0,46,209.686543
-19.25,47,209.887282
-18.25,46,210.074816
-19.75,46,210.287607
-18.25,47,210.499332
-16.25,47,210.716747
-17.75,47,210.935362
-16.75,47,211.128907
88.75,107,211.550935
-19.25,47,211.760043
-20.25,47,211.959551
-23.75,47,212.173376
-18.0,47,212.354632
-20.75,46,212.53427
-16.75,49,212.742487
-18.0,47,212.978293
-21.0,46,213.161152
83.5,107,213.642493
-17.5,47,213.823005
-20.5,46,214.065329
-15.75,47,214.274937
-18.75,46,214.497412
-19.0,47,218.869835
-21.25,46,219.030977
-14.0,47,219.225577
-18.5,47,219.458883
-14.25,47,219.678609
-19.5,46,219.891361
-14.5,47,220.113602
-20.0,46,220.335802
-14.25,47,220.544
-20.75,46,220.759514
-17.75,47,220.982346
89.0,108,221.475318
-15.25,47,221.675142
88.75,113,222.186435
98.0,111,222.704954
-16.0,47,222.937585
-19.5,46,223.133711
-17.5,47,223.330781
-17.25,47,223.551735
-17.25,47,223.726288
-17.75,47,223.922212
-18.0,47,224.110525
-26.25,46,224.315636
-17.5,47,224.533433
-18.25,47,224.754282
-15.75,50,224.965709
-20.25,46,225.187812
-20.0,47,225.402067
-18.25,46,225.613448
-20.25,46,225.815868
-19.0,46,226.018376
-17.75,47,226.232692
-16.25,47,226.471825
-15.5,47,226.694514
-13.25,47,226.898419
-22.25,46,227.110832
-16.0,47,227.314274
-21.0,46,227.539176
88.75,111,231.990039
-19.5,46,232.183666
-21.75,47,232.416518
-20.5,46,232.61475
-20.0,47,232.855558
93.25,112,233.359908
76.25,104,233.798877
-21.25,46,233.988923
178.5,161,234.623222
-20.75,46,234.813618
-15.75,47,235.02307
-17.5,47,235.222726
93.5,108,235.694353
-19.25,47,235.885665
-14.75,47,236.132357
-17.75,46,236.34444
-14.5,48,236.546294
-21.75,47,236.746569
-17.5,46,236.959675
88.5,109,237.42527
-16.0,48,237.635311
-18.75,47,237.82786
-15.75,46,238.023618
173.0,163,238.751887
100.25,111,239.256126
-18.5,47,239.455307
-20.25,47,239.640919
-13.5,49,239.859337
-21.75,47,240.07031
-20.25,46,240.277934
-18.75,47,240.492488
-22.5,47,240.698425
-17.0,46,244.870479
-14.25,47,245.095889
88.75,111,245.586236
-18.0,46,245.777221
-16.0,47,246.002322
-21.75,46,246.182464
-19.25,46,246.345595
-19.75,46,246.537316
-17.25,47,246.733981
-15.5,47,246.926801
-19.5,46,247.127676
-18.0,47,247.315636
-12.25,52,247.53326
-19.0,47,247.723996
-16.5,46,247.894534
-21.0,46,248.095128
-15.25,47,248.30568
-22.0,46,248.506904
-18.0,46,248.716492
-22.25,46,248.911636
-14.0,47,249.147209
-18.25,48,249.37125
-17.5,48,249.581555
-20.5,47,249.796282
-18.0,46,250.002162
-19.75,48,250.194233
-20.5,47,250.400986
-21.75,46,250.626262
-18.25,46,250.822843
-21.75,46,251.018384
84.0,107,251.487705
-15.5,48,251.683789
-19.5,48,251.909641
-22.25,47,252.1175
-16.75,47,252.317802
-18.25,47,252.549151
-17.75,46,252.757087
-10.0,49,252.968773
86.25,109,253.451236
92.0,107,257.770597
-14.75,47,257.97078
-12.75,51,258.171422
-16.75,48,258.418324
-18.5,46,258.634238
94.5,112,259.121698
-16.75,46,259.32408
-20.0,46,259.51376
-16.0,47,259.716077
-17.25,47,259.920373
90.75,109,260.344449
-16.75,46,260.537853
-14.75,47,260.723788
-20.0,46,260.922178
87.25,108,261.409354
-19.25,46,261.62465
-14.25,47,261.836572
-20.75,46,262.038893
-16.25,47,262.246636
-10.75,48,262.473808
-19.25,46,262.669301
-17.0,47,262.848025
-19.0,46,263.047979
-16.75,50,263.273983
-15.5,48,263.499635
-17.75,47,263.687478
-15.0,47,263.874895
-19.75,46,264.069672
-17.75,47,264.31038
-16.75,47,264.541172
-16.5,47,264.750201
-18.0,47,264.983519
95.75,107,265.456406
-16.0,46,265.66853
92.5,109,266.175341
97.75,112,270.942399
-17.5,46,271.136707
-15.5,47,271.332842
-22.5,46,271.533961
-17.25,46,271.756015
-19.25,46,271.974206
-14.75,46,272.178262
-14.25,47,272.385007
-13.5,47,272.597723
-18.75,47,272.782228
100.75,109,273.264918
94.25,107,273.742444
-12.25,47,273.945009
95.25,110,274.397308
-17.0,47,274.603689
-13.5,47,274.799595
-17.75,46,274.955578
-18.75,46,275.140258
-11.5,49,275.348799
98.75,109,275.831519
-13.25,47,276.00607
-16.75,46,276.196316
-15.5,47,276.409603
-18.5,46,276.60749
90.0,108,277.042927
-14.5,48,277.2722
-16.5,46,277.469254
92.75,106,277.928431
-13.75,47,278.122674
-18.5,46,278.329313
-20.75,46,278.538613
-16.5,46,278.744166
-19.5,46,278.958176
-15.25,47,279.175351
-19.25,46,279.370393
-16.5,46,279.582758
-14.25,47,279.789068
-12.75,47,284.043431
-13.25,47,284.235533
-12.25,48,284.450104
94.5,109,284.931615
-12.25,47,285.130986
-14.25,46,285.325789
-12.75,47,285.513443
-16.5,47,285.727963
-15.75,47,285.908268
-18.75,47,286.086077
-12.5,47,286.269931
-16.0,47,286.466174
-13.25,47,286.679047
-13.5,48,286.876769
-18.0,46,287.067206
198.75,165,287.772765
-15.0,46,287.976265
-15.75,46,288.165161
-14.25,47,288.352669
-13.5,47,288.565893
100.75,110,289.073309
-11.75,47,289.267897
-15.5,46,289.462896
-13.25,47,289.656235
-14.25,47,289.865192
-14.5,46,290.0563
-15.5,47,290.284684
97.75,110,290.739522
97.5,107,291.235968
-15.0,46,291.407465
-14.25,46,291.586504
-18.5,46,291.759501
98.5,108,292.222637
-14.5,47,292.426115
98.0,109,297.279145
100.5,109,297.735546
99.25,108,298.24143
-16.5,46,298.451713
-13.75,46,298.650585
99.25,109,299.133866
-15.25,46,299.324436
-15.25,46,299.512729
-19.0,46,299.709483
-13.25,47,299.922206
-13.25,47,300.125078
-13.0,47,300.341298
102.25,110,300.852806
-14.75,47,301.068399
-14.25,46,301.280208
-15.25,46,301.463989
-12.0,47,301.656596
102.25,109,302.132824
-15.25,46,302.364809
-16.25,46,302.568833
-13.0,46,302.780656
-16.0,46,302.94528
-15.75,46,303.13907
100.25,109,303.613557
104.0,109,304.090575
-10.0,49,304.324521
-13.0,47,304.524441
96.25,107,305.02035
95.25,108,305.467648
-17.5,46,305.702314
-12.75,47,305.913135
98.75,107,310.545241
-12.25,46,310.734211
100.5,109,311.223252
89.5,106,311.693984
104.5,108,312.189552
103.5,109,312.678043
98.5,111,313.155631
-15.0,46,313.364393
-15.25,46,313.564427
-12.75,47,313.78526
-14.75,46,313.977886
98.0,109,314.474082
-14.0,46,314.673432
99.75,108,315.113012
98.25,109,315.600744
-18.0,46,315.803395
100.5,108,316.238542
-18.25,46,316.455906
-14.25,47,316.655965
102.75,109,317.09597
95.75,107,317.556413
99.5,107,318.014678
-16.0,47,318.219295
-13.0,47,318.429766
-9.5,47,318.625374
101.75,108,323.224257
-15.5,46,323.419723
-10.75,47,323.619198
-10.75,47,323.821927
-12.25,47,324.050506
-14.75,46,324.271575
-17.75,46,324.455519
-13.0,46,324.655957
104.25,109,325.166258
-18.75,46,325.396093
96.25,109,325.902153
-14.75,46,326.087665
-16.0,47,326.273977
-13.75,46,326.472567
-14.25,46,326.665707
101.25,108,327.154241
99.0,109,327.64992
100.0,107,328.075042
102.5,109,328.543771
95.25,106,329.003894
-16.25,46,329.200763
-14.0,46,329.373989
-15.5,47,329.54983
-15.5,46,329.718495
-13.5,47,329.896015
96.75,109,330.298389
-14.75,46,330.4751
102.0,109,330.942647
92.25,106,331.371301
-12.0,47,331.574884
-15.5,46,331.765671
-12.75,47,336.156524
99.75,107,336.609588
-10.0,47,336.818224
-15.0,46,337.005677
104.0,109,337.457889
-12.75,46,337.668862
-11.75,47,337.879889
-15.75,46,338.078051
-18.25,46,338.265394
-11.75,48,338.469508
100.25,108,338.958082
103.25,109,339.451238
105.75,109,339.916998
-12.25,47,340.112156
-14.25,47,340.324371
-14.0,46,340.51005
-13.5,47,340.709287
101.75,110,341.19016
-9.25,47,341.38263
-11.75,47,341.601165
-9.5,50,341.815689
-13.0,47,342.013667
-11.25,47,342.216964
100.75,109,342.719773
98.25,108,343.229376
192.5,158,343.902903
-10.75,47,344.097497
-12.0,47,344.281845
102.25,109,344.801856
108.0,111,349.321644
-11.25,47,349.528633
98.0,109,350.007571
-12.5,47,350.193015
104.25,109,350.67149
-10.0,47,350.869149
-12.5,46,351.041472
-12.5,47,351.240935
-11.0,47,351.448966
-13.0,46,351.643259
-13.25,46,351.854719
104.75,109,352.325301
-9.5,47,352.542275
-10.5,47,352.729336
102.0,109,353.153764
-12.75,46,353.334599
-13.5,47,353.536623
103.0,107,354.016896
-12.25,47,354.232014
-13.75,46,354.44581
-14.75,46,354.633564
101.5,107,355.076597
-15.75,46,355.263172
-12.25,47,355.468013
-12.5,46,355.654716
-17.0,46,355.852117
105.25,109,356.346841
-12.25,46,356.562531
102.75,107,357.025205
-12.5,47,357.236913
-16.5,46,357.423798
-10.5,47,357.63605
103.75,109,362.27505
104.5,107,362.771464
107.0,109,363.247197
-13.25,46,363.432177
-12.25,47,363.645439
102.5,110,364.09433
-12.25,46,364.284581
-12.25,46,364.491719
-11.25,47,364.687761
-10.5,47,364.882678
-11.75,47,365.085609
-15.25,46,365.300369
-14.0,47,365.519448
-13.25,46,365.706737
103.5,107,366.179492
-10.0,47,366.386572
-12.0,47,366.597463
-10.25,47,366.796602
103.0,108,367.241613
-11.25,47,367.460952
-13.0,46,367.659427
103.0,107,368.137542
-10.25,47,368.356848
-10.0,47,368.581014
-12.25,46,368.769281
105.0,107,369.256333
108.5,109,369.758219
-11.25,47,369.954735
-12.5,46,370.166002
105.5,108,370.613544
-12.0,46,370.821776
-10.75,47,375.122403
-13.25,46,375.320821
96.25,107,375.814557
-11.75,47,376.006493
-12.25,46,376.207124
-11.5,47,376.402233
-10.0,48,376.60823
104.75,109,377.090797
98.75,107,377.575441
105.5,107,378.091591
-11.25,47,378.289305
103.5,107,378.762596
-10.75,47,379.00197
106.25,109,379.464958
-11.75,47,379.661458
-10.75,47,379.860193
-10.75,47,380.06218
-14.0,47,380.238365
-14.75,46,380.448583
-14.75,46,380.663313
106.75,108,381.093806
99.75,108,381.592548
106.5,110,382.060318
109.0,109,382.592247
103.0,109,383.089316
-12.25,47,383.334193
-12.5,47,383.568579
105.0,109,384.064525
-10.75,47,388.300807
-10.5,47,388.522663
-13.0,46,388.759973
-9.25,47,388.943125
105.25,108,389.391961
-12.25,47,389.575137
-11.5,47,389.763774
107.25,109,390.213845
104.75,108,390.66874
110.0,109,391.10981
-10.25,47,391.314973
104.5,108,391.849056
106.25,107,392.341476
-13.5,46,392.594218
107.75,108,393.047985
-10.0,47,393.25179
-9.25,47,393.461975
103.25,107,393.926112
105.5,109,394.363413
107.25,108,394.846706
109.25,109,395.379051
105.25,109,395.909175
-11.25,46,396.110498
110.0,109,396.578934
-13.5,46,396.788166
-13.25,46,397.006071
-12.75,46,397.209894
-11.25,47,401.449981
-12.0,46,401.646885
-11.75,46,401.852498
108.0,109,402.320714
-11.25,47,402.546515
112.75,109,402.99222
-11.0,47,403.206621
-9.25,47,403.406951
107.5,109,403.918901
-9.75,47,404.126814
-8.75,47,404.328265
108.75,109,404.805716
109.75,109,405.254884
-12.5,47,405.44534
110.75,110,405.94215
109.0,109,406.399294
110.0,109,406.882588
107.75,107,407.367088
106.75,107,407.814179
108.25,109,408.320613
-8.5,47,408.524084
105.5,107,409.00134
-9.25,47,409.254108
106.25,108,409.711286
109.75,109,410.181737
-10.5,47,414.485125
108.5,109,415.010172
108.25,109,415.484199
-9.25,47,415.685033
108.5,109,416.182594
107.25,111,416.668449
105.25,109,417.162747
107.75,109,417.648764
102.75,107,418.138179
105.5,108,418.611041
109.75,109,419.072979
-11.25,47,419.320389
102.75,106,419.781152
107.75,110,420.265554
111.25,109,420.744815
104.25,107,421.213552
-8.75,47,421.400149
-12.75,46,421.609138
-9.5,47,421.812722
107.0,107,422.261108
99.75,106,422.722278
-11.75,47,422.951732
106.0,109,423.405157
-8.5,47,427.600723
-12.75,46,427.779614
105.0,108,428.228003
110.75,109,428.726127
107.5,109,429.218737
111.75,109,429.69186
-8.5,47,429.882549
110.75,109,430.3381
111.0,109,430.848542
110.0,109,431.315758
109.0,108,431.779143
-10.25,47,431.984647
-12.25,47,432.220185
-8.75,47,432.411498
111.25,109,432.878465
110.5,109,433.309009
-12.5,46,433.495414
-8.0,47,433.717308
108.0,109,434.175643
108.5,107,434.641007
110.75,109,435.069518
109.75,109,435.562064
105.0,107,436.020833
-11.0,46,436.235904
-12.5,46,440.398594
107.75,108,440.831684
-10.0,47,441.030801
110.75,109,441.541998
106.5,108,442.029925
-11.5,46,442.245093
-9.5,47,442.458082
-11.5,46,442.653994
113.0,110,443.150093
106.5,107,443.651354
-8.5,47,443.868647
-12.0,46,444.083834
-12.25,46,444.342843
106.25,109,444.805282
-8.5,47,445.043664
109.0,109,445.559246
-9.0,47,445.793949
-8.75,47,446.01817
-9.75,47,446.210537
-11.25,46,446.448641
-9.25,47,446.66164
110.0,109,447.188119
110.75,109,447.741626
110.5,109,448.212416
-12.5,46,448.442716
107.5,107,448.914151
-8.5,47,449.153672
-12.75,47,449.370237
-9.75,47,449.605943
-9.5,47,453.731488
-11.5,46,453.955622
-10.0,47,454.147032
113.0,109,454.661535
107.0,107,455.146142
-8.5,47,455.378512
-10.25,47,455.583763
-11.0,47,455.797313
109.5,109,456.299077
111.75,109,456.761147
-8.0,47,456.941584
-9.0,47,457.1511
111.25,109,457.666307
109.0,108,458.131375
110.25,109,458.608337
111.25,109,459.024154
109.75,108,459.509331
-9.0,47,459.736154
-13.25,46,459.916797
-8.0,47,460.146488
110.5,109,460.641838
101.25,106,461.169659
-9.25,47,461.371985
-8.0,47,461.593263
110.75,109,462.108013
-9.5,47,462.366055
110.25,109,462.88045
109.75,109,467.492273
-8.75,47,467.721366
-9.25,47,467.991169
111.75,109,468.541146
108.25,107,469.056077
-11.0,46,469.251085
105.5,108,469.779878
-8.5,47,469.99071
108.75,109,470.501431
110.5,109,471.036173
112.5,109,471.567693
111.5,109,472.044519
106.75,109,472.518012
107.75,107,472.971273
107.25,107,473.457278
109.0,108,473.924384
109.75,107,474.458561
-10.25,47,474.65356
-11.75,46,474.84518
-9.75,47,475.033296
-8.0,47,475.232992
-10.5,47,475.440769
106.25,107,475.964078
106.75,107,476.488068
-9.0,47,481.283693
-10.5,47,481.545704
108.25,108,482.025979
107.0,109,482.558857
-8.0,47,482.747055
-10.0,47,482.965405
-8.0,47,483.195809
110.75,108,483.680837
-11.5,46,483.860594
107.75,107,484.31634
112.5,109,484.769188
-12.0,46,484.960003
112.75,109,485.437788
110.0,108,485.934463
107.5,109,486.386014
-9.25,47,486.601795
110.0,109,487.074847
109.75,109,487.616159
107.5,109,488.078434
-10.0,47,488.29133
107.5,107,488.751301
-11.25,47,488.95277
110.25,109,489.440089
-9.75,47,489.657455
109.0,108,490.170999
-9.75,47,495.135811
113.75,109,495.648145
111.25,109,496.172893
109.75,108,496.680229
112.0,109,497.209514
108.5,109,497.665169
-9.25,47,497.84034
-8.0,47,498.022444
-9.75,47,498.209104
-10.5,47,498.40059
-9.25,47,498.611302
112.25,109,499.070301
109.25,109,499.561395
110.5,109,500.070105
110.75,109,500.529994
108.0,107,500.953398
-9.5,47,501.155333
113.5,109,501.611657
-9.25,47,501.816131
112.5,109,502.328002
110.5,108,502.818989
-10.0,47,503.033946
112.25,109,503.556434
107.0,108,504.000376
112.5,109,509.143599
-8.75,47,509.386436
111.75,109,509.939936
108.25,108,510.467698
-10.5,47,510.680349
-9.25,47,510.903469
108.75,107,511.339349
110.75,109,511.816406
-9.25,47,512.012768
106.75,107,512.444376
-12.0,46,512.620967
112.5,109,513.084369
-9.25,47,513.313006
-8.75,47,513.524607
109.0,108,513.984681
-8.0,47,514.175693
107.75,109,514.60789
109.25,109,515.082242
110.75,109,515.568702
108.5,107,516.035385
107.5,109,516.503441
104.0,107,516.941275
109.75,109,517.392445
-8.5,47,517.606529
109.0,109,522.332185
106.75,107,522.791599
109.5,109,523.31188
107.25,107,523.812179
-9.25,47,523.987875
108.5,107,524.410398
-11.0,47,524.592244
-10.75,47,524.797697
109.75,109,525.288002
-13.0,46,525.499226
-8.75,47,525.709979
107.25,109,526.170029
-9.25,47,526.369942
107.75,107,526.85395
-10.0,47,527.048369
109.5,109,527.534397
-10.25,47,527.716773
108.25,107,528.159329
111.5,109,528.61649
-10.0,47,528.82657
108.75,107,529.310018
112.75,109,529.78134
-11.5,46,529.999018
-9.25,47,530.199892
-8.0,47,530.490782
112.5,109,530.945652
108.5,107,535.002971
109.0,107,535.456221
109.25,109,535.923489
112.5,109,536.396715
-9.25,47,536.591107
109.75,108,537.112319
-9.5,47,537.343916
112.25,109,537.817548
-12.5,46,538.031772
-8.5,47,538.23397
-8.75,47,538.432951
-10.5,47,538.645121
112.0,109,539.116742
107.0,107,539.582448
-8.75,47,539.758209
-12.0,46,539.962147
109.25,109,540.409587
112.75,109,540.922481
110.25,109,541.397213
-8.5,47,541.598697
108.5,108,542.087896
107.25,109,542.55325
110.5,109,542.965595
106.75,107,543.432665
-8.75,47,547.744713
110.5,108,548.250581
-9.25,47,548.550463
109.75,107,549.031412
111.25,108,549.514209
-10.75,47,549.732494
108.75,107,550.205899
-11.0,46,550.407669
107.5,107,550.895184
-10.0,47,551.091422
107.0,107,551.538744
109.75,109,552.044558
109.25,109,552.547852
-10.0,47,552.753073
-10.75,47,552.94291
110.0,109,553.408327
-8.0,47,553.624364
111.75,109,554.072522
-9.25,47,554.266852
111.25,109,554.736462
109.75,109,555.219167
112.75,109,555.693482
110.25,109,556.244963
-9.25,47,556.447452
110.0,109,561.016507
110.75,109,561.551746
112.75,109,562.011399
-9.0,47,562.218863
106.75,107,562.69735
110.75,109,563.168051
111.5,109,563.649459
-8.0,47,563.847498
111.0,109,564.389986
110.0,109,564.842772
-8.0,47,565.058678
110.75,109,565.550605
-10.25,47,565.747989
108.0,108,566.251019
-10.75,47,566.475964
110.25,109,566.9766
-9.25,47,567.262795
112.25,109,567.793226
108.0,107,568.245691
110.0,109,568.727241
-8.0,47,568.955059
107.5,107,569.42014
-11.75,46,569.621677
-8.75,47,569.831428
108.75,109,574.381006
111.0,109,574.829594
110.75,109,575.315754
110.0,109,575.792318
109.25,108,576.235507
-10.5,47,576.439328
-11.25,46,576.626577
109.0,109,577.08004
109.75,109,577.56312
108.0,108,578.04107
110.0,109,578.500892
111.5,109,578.944827
107.75,107,579.466095
107.75,107,579.939966
108.5,109,580.430826
110.0,109,580.883058
109.25,109,581.344133
107.5,107,581.816909
108.5,107,582.394069
107.25,109,582.867885
109.0,109,587.374687
110.25,108,587.889344
-8.75,47,588.133959
-8.0,47,588.323392
-9.25,47,588.538206
111.75,109,589.03583
111.25,109,589.586083
-8.5,47,589.800407
-8.0,47,590.010614
114.25,109,590.517721
-8.5,47,590.717356
109.0,107,591.184676
-8.75,47,591.427285
111.5,109,591.883577
110.25,108,592.370017
111.75,109,592.828116
-12.25,46,593.050458
109.5,109,593.610548
-9.0,47,593.800421
-8.0,47,594.006187
-8.75,47,594.228586
-9.75,47,594.435082
-8.0,47,594.656512
111.75,109,595.145672
110.25,108,595.635723
106.25,107,596.081583
-8.5,47,596.292361
-8.5,47,596.511999
109.75,109,601.246591
107.5,107,601.723386
107.5,108,602.185019
110.5,109,602.706801
107.0,107,603.248704
110.0,109,603.80187
110.25,108,604.256642
-8.0,47,604.473852
104.75,106,604.968583
110.75,108,605.438971
-8.75,47,605.673672
-8.5,47,605.875809
111.25,109,606.343887
110.5,108,606.820388
110.0,107,607.273409
-8.0,47,607.523263
110.25,109,608.034516
-8.75,47,608.221236
111.5,109,608.704991
-8.0,47,608.91268
108.25,110,609.388765
