#{"t_start": 1767376709.5581658, "env_id": "None"}
r,l,t
790.0,891,1054.504451
1145.0,1246,1062.433996
374.0,475,1064.103863
525.0,626,1069.765522
14.0,115,1070.193937
-46.0,55,1070.391238
229.0,330,1071.593222
14.0,115,1072.088351
-46.0,55,1072.286952
12.0,113,1072.624628
-46.0,55,1072.782131
1103.0,1204,1080.842637
-46.0,55,1081.035244
14.0,115,1081.457361
-46.0,55,1081.666266
1179.0,1280,1086.174407
610.0,711,1091.939988
-46.0,55,1092.183376
1108.0,1209,1096.206802
911.0,1012,1103.421725
14.0,115,1103.791179
914.0,1015,1107.146494
14.0,115,1107.554508
519.0,620,1113.935343
1216.0,1317,1118.145955
-48.0,53,1118.328688
613.0,714,1124.467797
384.0,485,1125.979917
332.0,433,1127.492419
63.0,164,1128.082943
705.0,806,1134.190681
1105.0,1206,1138.252588
1257.0,1358,1146.996785
68.0,169,1147.608119
280.0,381,1149.027668
69.0,170,1149.600676
12.0,113,1149.976074
13.0,114,1150.385002
-48.0,53,1150.545306
-45.0,56,1150.730796
177.0,278,1155.061023
-47.0,54,1155.223338
-46.0,55,1155.384114
-49.0,52,1155.550814
7.0,108,1155.913633
12.0,113,1156.370342
13.0,114,1156.772814
-46.0,55,1156.968417
663.0,764,1159.473226
235.0,336,1160.637996
7.0,108,1160.9817
-45.0,56,1161.171938
12.0,113,1161.551723
10.0,111,1165.34637
-47.0,54,1165.528958
-46.0,55,1165.724381
-47.0,54,1165.905793
12.0,113,1166.240855
-45.0,56,1166.423941
-47.0,54,1166.607254
-47.0,54,1166.785318
14.0,115,1167.149684
-48.0,53,1167.328491
-47.0,54,1167.543277
127.0,228,1168.334842
175.0,276,1169.256838
12.0,113,1169.674171
67.0,168,1170.241808
609.0,710,1177.05618
173.0,274,1177.867477
11.0,112,1178.23039
13.0,114,1178.621492
-49.0,52,1178.791244
949.0,1050,1182.364358
125.0,226,1183.065662
1025.0,1126,1190.673854
-48.0,53,1190.84208
12.0,113,1191.260181
-47.0,54,1191.449429
-48.0,53,1191.641947
-46.0,55,1191.798766
12.0,113,1192.203375
11.0,112,1192.540993
14.0,115,1192.914947
14.0,115,1193.316086
1109.0,1210,1200.986457
-46.0,55,1201.183426
1108.0,1209,1209.150024
10.0,111,1209.523021
1252.0,1353,1214.063762
10.0,111,1214.404621
953.0,1054,1221.268058
953.0,1054,1224.777987
-47.0,54,1224.937615
12.0,113,1225.346805
68.0,169,1229.549219
-49.0,52,1229.71362
-45.0,56,1229.873564
15.0,116,1230.258852
-45.0,56,1230.466299
-46.0,55,1230.634504
-45.0,56,1230.800489
13.0,114,1231.180696
823.0,924,1234.40653
-46.0,55,1234.59785
-53.0,48,1234.767198
-46.0,55,1234.931762
126.0,227,1235.659836
1034.0,1135,1243.752488
-48.0,53,1243.965533
285.0,386,1245.425886
-46.0,55,1245.597779
381.0,482,1247.347806
-45.0,56,1251.193778
-45.0,56,1251.392713
658.0,759,1253.866413
-46.0,55,1254.046661
657.0,758,1256.505645
-46.0,55,1256.748739
1063.0,1164,1264.035458
-46.0,55,1264.214765
869.0,970,1267.379497
1225.0,1326,1275.938991
12.0,113,1276.260395
15.0,116,1276.610951
376.0,477,1278.212576
-46.0,55,1278.374525
14.0,115,1278.725349
-46.0,55,1282.73407
1431.0,1532,1287.783523
1359.0,1460,1296.356716
-48.0,53,1296.540246
70.0,171,1297.058674
72.0,173,1297.582227
-46.0,55,1297.782587
-47.0,54,1297.960411
231.0,332,1299.095026
-45.0,56,1299.271418
14.0,115,1299.648255
11.0,112,1303.616688
565.0,666,1305.87726
12.0,113,1306.859192
828.0,929,1310.037278
921.0,1022,1317.155848
1034.0,1135,1321.042729
170.0,271,1325.616035
-46.0,55,1325.772244
-45.0,56,1325.933952
-49.0,52,1326.093616
12.0,113,1326.435609
12.0,113,1326.803878
12.0,113,1327.150057
120.0,221,1327.911403
739.0,840,1330.653135
1103.0,1204,1338.233522
-46.0,55,1338.409507
752.0,853,1341.667994
-46.0,55,1341.848703
-46.0,55,1342.044761
-45.0,56,1342.217475
-46.0,55,1342.379646
569.0,670,1348.621152
-45.0,56,1348.805567
68.0,169,1349.399165
6.0,107,1349.729467
69.0,170,1350.309002
-46.0,55,1350.485417
62.0,163,1351.038865
14.0,115,1351.358294
791.0,892,1357.895762
-46.0,55,1358.104055
62.0,163,1358.707927
-46.0,55,1358.906823
-46.0,55,1359.086839
-46.0,55,1359.285286
12.0,113,1359.630391
914.0,1015,1363.111174
-46.0,55,1363.284294
-46.0,55,1363.446607
1355.0,1456,1371.540048
327.0,428,1373.590276
-46.0,55,1373.783863
69.0,170,1374.367183
832.0,933,1381.463993
68.0,169,1381.996264
70.0,171,1382.593592
70.0,171,1383.148755
-46.0,55,1383.345786
786.0,887,1389.720444
1104.0,1205,1393.519246
12.0,113,1393.862302
565.0,666,1399.689795
62.0,163,1400.23087
129.0,230,1401.002423
913.0,1014,1404.325157
69.0,170,1405.376416
12.0,113,1405.75294
-46.0,55,1406.013159
70.0,171,1406.545201
1497.0,1598,1415.367239
15.0,116,1415.687341
-46.0,55,1415.920429
-46.0,55,1416.104243
119.0,220,1416.796576
478.0,579,1422.402874
1069.0,1170,1426.18481
-46.0,55,1426.402767
67.0,168,1426.980707
-45.0,56,1427.14971
568.0,669,1432.948729
13.0,114,1433.339668
-46.0,55,1433.519562
65.0,166,1434.095984
70.0,171,1434.73482
11.0,112,1435.069529
15.0,116,1435.470377
-46.0,55,1435.658264
-45.0,56,1435.854326
12.0,113,1436.19522
12.0,113,1436.556675
741.0,842,1443.683544
12.0,113,1444.066478
-45.0,56,1444.264427
64.0,165,1444.833337
1108.0,1209,1449.070143
178.0,279,1453.69503
12.0,113,1454.0536
69.0,170,1454.569138
-46.0,55,1454.759823
558.0,659,1456.887194
12.0,113,1457.247431
1113.0,1214,1464.758592
13.0,114,1465.097736
231.0,332,1466.222603
989.0,1090,1474.006412
-46.0,55,1474.175189
1257.0,1358,1478.73671
826.0,927,1485.447011
1103.0,1204,1489.408555
659.0,760,1495.686301
1143.0,1244,1499.869573
13.0,114,1500.273283
531.0,632,1506.518
117.0,218,1507.290594
1027.0,1128,1511.003825
1433.0,1534,1519.93651
182.0,283,1520.871768
-48.0,53,1521.030865
-54.0,47,1521.190633
229.0,330,1522.306007
-48.0,53,1522.459934
13.0,114,1522.87233
66.0,167,1526.905686
606.0,707,1529.241921
73.0,174,1529.809833
275.0,376,1531.086074
67.0,168,1531.586053
-47.0,54,1531.780399
124.0,225,1532.523276
611.0,712,1539.225168
14.0,115,1539.611104
789.0,890,1542.64515
9.0,110,1542.993569
70.0,171,1543.573952
1106.0,1207,1551.142967
572.0,673,1553.310933
612.0,713,1559.402619
233.0,334,1560.585852
1070.0,1171,1564.450014
913.0,1014,1571.792508
377.0,478,1573.363412
748.0,849,1576.182509
1145.0,1246,1583.69755
-45.0,56,1583.902233
11.0,112,1584.277066
1438.0,1539,1592.774894
175.0,276,1593.671551
70.0,171,1594.223728
567.0,668,1596.396628
909.0,1010,1603.852665
830.0,931,1606.942994
-45.0,56,1607.137385
-46.0,55,1607.324781
280.0,381,1612.062102
1105.0,1206,1615.928106
701.0,802,1622.294092
-46.0,55,1622.47782
1103.0,1204,1626.448914
420.0,521,1628.065063
1185.0,1286,1636.86807
70.0,171,1637.424657
-45.0,56,1637.599401
424.0,525,1639.261943
-45.0,56,1642.896377
-45.0,56,1643.098897
828.0,929,1646.070136
67.0,168,1646.605605
7.0,108,1646.985895
1290.0,1391,1654.919317
-46.0,55,1655.090554
950.0,1051,1658.80366
706.0,807,1665.205972
-46.0,55,1665.365698
-46.0,55,1665.53171
-46.0,55,1665.690955
-46.0,55,1665.870312
114.0,215,1666.613694
-46.0,55,1666.814474
12.0,113,1667.818403
-46.0,55,1667.990134
14.0,115,1668.352931
-45.0,56,1668.563567
13.0,114,1668.966729
-46.0,55,1669.142874
-46.0,55,1669.306051
1182.0,1283,1677.081582
-46.0,55,1677.28329
1072.0,1173,1681.162337
1146.0,1247,1689.257968
-46.0,55,1689.408084
-46.0,55,1689.585544
913.0,1014,1696.531997
12.0,113,1696.88725
-46.0,55,1697.069224
-46.0,55,1697.244157
-46.0,55,1697.404701
9.0,110,1697.761803
-46.0,55,1697.928565
69.0,170,1698.493145
-46.0,55,1698.675336
70.0,171,1699.290808
-46.0,55,1699.469215
-46.0,55,1699.677743
1108.0,1209,1708.456891
70.0,171,1708.992775
-46.0,55,1709.188805
1297.0,1398,1713.967308
-46.0,55,1717.694141
67.0,168,1718.231247
-46.0,55,1718.399477
-46.0,55,1718.593349
13.0,114,1718.992586
-46.0,55,1719.220173
-46.0,55,1719.39264
-54.0,47,1719.556788
70.0,171,1720.121668
-46.0,55,1720.385911
14.0,115,1720.76621
-46.0,55,1720.920854
67.0,168,1721.465517
14.0,115,1721.85408
-46.0,55,1722.060945
14.0,115,1722.448457
11.0,112,1722.806062
1215.0,1316,1730.570754
656.0,757,1733.534763
-45.0,56,1733.722121
740.0,841,1739.978317
-46.0,55,1740.144339
-45.0,56,1740.315413
-46.0,55,1740.518802
-50.0,51,1740.702909
-46.0,55,1740.89824
14.0,115,1741.28031
-45.0,56,1741.481496
12.0,113,1741.817944
-45.0,56,1742.019779
-46.0,55,1742.174802
-46.0,55,1742.37066
11.0,112,1742.785204
9.0,110,1743.164227
-46.0,55,1743.350873
-46.0,55,1743.53359
-46.0,55,1743.71984
-49.0,52,1743.897121
-46.0,55,1744.140307
12.0,113,1744.49553
12.0,113,1744.944911
-46.0,55,1745.129865
70.0,171,1749.455601
12.0,113,1749.82448
14.0,115,1750.202748
905.0,1006,1753.510761
-46.0,55,1753.686604
-46.0,55,1753.831491
-45.0,56,1754.014954
-46.0,55,1754.161034
-46.0,55,1754.432424
1290.0,1391,1762.89165
14.0,115,1763.315089
-46.0,55,1763.483223
615.0,716,1766.263908
12.0,113,1766.590223
-46.0,55,1766.764868
-46.0,55,1766.927124
14.0,115,1770.806568
-46.0,55,1770.97574
-46.0,55,1771.251343
-46.0,55,1771.425913
14.0,115,1771.80361
-47.0,54,1772.012022
13.0,114,1772.352562
67.0,168,1772.919481
984.0,1085,1776.694097
-46.0,55,1776.893577
-46.0,55,1777.077333
1109.0,1210,1784.745321
14.0,115,1785.105639
565.0,666,1787.321224
14.0,115,1787.693739
-46.0,55,1787.870039
-46.0,55,1788.046633
-45.0,56,1791.787359
14.0,115,1792.215386
14.0,115,1792.678522
-47.0,54,1792.866402
-45.0,56,1793.087478
1286.0,1387,1798.721098
14.0,115,1799.115322
70.0,171,1803.631352
12.0,113,1804.084297
-46.0,55,1804.372714
-46.0,55,1804.564447
14.0,115,1805.092703
1365.0,1466,1810.266287
-46.0,55,1810.48574
-46.0,55,1810.675061
-47.0,54,1810.868892
-46.0,55,1811.102297
-46.0,55,1815.350734
876.0,977,1818.965599
14.0,115,1819.463089
-46.0,55,1819.655712
-51.0,50,1819.825723
-46.0,55,1820.048894
70.0,171,1820.838145
-46.0,55,1821.013877
908.0,1009,1828.840961
-46.0,55,1829.024477
12.0,113,1829.46339
1109.0,1210,1834.079898
-45.0,56,1834.285359
-48.0,53,1834.446198
-46.0,55,1834.620007
-46.0,55,1838.051185
783.0,884,1840.90992
-46.0,55,1841.083856
909.0,1010,1844.36589
1217.0,1318,1852.312386
-46.0,55,1852.509147
-45.0,56,1852.691963
-45.0,56,1852.873542
-46.0,55,1853.061297
14.0,115,1853.413446
12.0,113,1853.761865
913.0,1014,1860.864472
-45.0,56,1861.037939
747.0,848,1864.436432
-46.0,55,1864.609851
701.0,802,1870.908817
70.0,171,1871.438345
14.0,115,1871.819484
1065.0,1166,1875.636965
-46.0,55,1875.821958
324.0,425,1880.721025
-48.0,53,1880.894665
13.0,114,1881.231873
863.0,964,1884.241676
-47.0,54,1884.470561
69.0,170,1884.98821
-46.0,55,1885.166533
-45.0,56,1885.349914
-46.0,55,1885.52292
-46.0,55,1885.699249
-46.0,55,1885.876826
-46.0,55,1886.072722
-46.0,55,1886.269084
-46.0,55,1890.247083
1215.0,1316,1894.740806
14.0,115,1895.102327
-46.0,55,1895.273329
285.0,386,1897.16981
1351.0,1452,1906.026085
1254.0,1355,1914.541047
-46.0,55,1914.72935
-46.0,55,1914.90849
-46.0,55,1915.107029
13.0,114,1915.435509
-46.0,55,1915.626093
12.0,113,1916.016576
-46.0,55,1916.192307
-46.0,55,1916.373774
1533.0,1634,1925.535855
-50.0,51,1925.694247
-46.0,55,1925.880235
-45.0,56,1926.080359
1360.0,1461,1934.720643
-45.0,56,1934.887773
1217.0,1318,1939.380498
-45.0,56,1939.566038
14.0,115,1939.955275
-46.0,55,1940.171142
-46.0,55,1940.323836
67.0,168,1944.653037
1286.0,1387,1949.266264
-45.0,56,1949.432617
909.0,1010,1956.761218
15.0,116,1957.128328
1109.0,1210,1961.215258
-45.0,56,1961.415846
-54.0,47,1961.575091
712.0,813,1968.565421
1143.0,1244,1972.479598
781.0,882,1978.957153
952.0,1053,1982.622547
-46.0,55,1982.809011
1220.0,1321,1990.65512
70.0,171,1991.2113
1068.0,1169,1999.62414
13.0,114,1999.954527
748.0,849,2002.739718
789.0,890,2009.410129
-45.0,56,2009.62865
-45.0,56,2009.857642
-45.0,56,2010.041524
66.0,167,2010.600475
520.0,621,2012.635534
653.0,754,2015.06054
575.0,676,2020.757585
1363.0,1464,2025.422313
-45.0,56,2029.447533
908.0,1009,2032.751832
-45.0,56,2032.913185
913.0,1014,2040.103667
-45.0,56,2040.289119
-47.0,54,2040.503134
13.0,114,2040.829839
908.0,1009,2044.354753
1109.0,1210,2052.072952
1033.0,1134,2055.944991
-45.0,56,2056.141747
911.0,1012,2063.628707
747.0,848,2066.400951
910.0,1011,2073.161497
-45.0,56,2073.360392
-45.0,56,2073.555988
910.0,1011,2076.796872
63.0,164,2077.316354
1000.0,1101,2084.726611
745.0,846,2087.723844
746.0,847,2094.53439
61.0,162,2095.070537
227.0,328,2096.141868
1107.0,1208,2103.767715
1181.0,1282,2108.023673
915.0,1016,2115.112427
-54.0,47,2115.247919
-46.0,55,2115.457183
605.0,706,2117.931738
481.0,582,2119.808074
872.0,973,2127.095173
519.0,620,2129.189991
-48.0,53,2129.382388
913.0,1014,2136.173706
126.0,227,2136.856392
-45.0,56,2137.029371
605.0,706,2139.460566
908.0,1009,2146.379151
-46.0,55,2146.554208
-48.0,53,2146.698445
743.0,844,2149.445697
1115.0,1216,2157.028483
1030.0,1131,2161.356516
-46.0,55,2161.531861
661.0,762,2167.658931
72.0,173,2168.257801
1026.0,1127,2171.961245
-47.0,54,2172.152505
-46.0,55,2172.328515
-46.0,55,2172.50598
-47.0,54,2172.738539
-46.0,55,2172.948357
-45.0,56,2173.107972
-46.0,55,2173.27757
1102.0,1203,2180.790037
428.0,529,2182.458216
14.0,115,2182.787073
1106.0,1207,2190.44387
570.0,671,2193.26697
1105.0,1206,2200.565825
14.0,115,2201.010635
704.0,805,2203.881786
1225.0,1326,2212.092706
905.0,1006,2215.442675
-46.0,55,2215.633006
868.0,969,2222.491281
376.0,477,2224.234383
176.0,277,2225.684719
1186.0,1287,2233.430423
746.0,847,2236.273467
825.0,926,2242.872118
951.0,1052,2246.28072
788.0,889,2253.018021
-46.0,55,2253.178262
1334.0,1435,2258.690423
909.0,1010,2265.681325
-46.0,55,2265.864711
-46.0,55,2266.032343
13.0,114,2266.392985
1221.0,1322,2274.412205
69.0,170,2275.013918
9.0,110,2275.410747
1217.0,1318,2283.514465
1359.0,1460,2288.306755
12.0,113,2288.697686
67.0,168,2289.210725
72.0,173,2289.807129
822.0,923,2297.164428
-48.0,53,2297.315949
70.0,171,2297.880797
379.0,480,2299.39084
-46.0,55,2299.56595
695.0,796,2305.531887
423.0,524,2307.290212
1218.0,1319,2315.278494
1435.0,1536,2320.224866
69.0,170,2320.700452
379.0,480,2326.782932
1064.0,1165,2330.735843
1108.0,1209,2338.398196
69.0,170,2338.965882
867.0,968,2342.073243
379.0,480,2347.146873
1065.0,1166,2350.838189
1262.0,1363,2359.873988
-47.0,54,2360.048171
916.0,1017,2363.290578
8.0,109,2363.630749
614.0,715,2369.612056
-50.0,51,2369.773019
1068.0,1169,2373.50557
15.0,116,2373.84426
117.0,218,2374.590703
785.0,886,2381.393348
914.0,1015,2384.498569
705.0,806,2391.33927
-46.0,55,2391.590299
-46.0,55,2391.84353
330.0,431,2393.304222
1255.0,1356,2401.030123
1114.0,1215,2405.072087
-46.0,55,2405.223865
-45.0,56,2405.405994
908.0,1009,2412.189295
-45.0,56,2412.377612
1020.0,1121,2416.206538
-46.0,55,2416.396071
-45.0,56,2416.564873
1109.0,1210,2424.972604
72.0,173,2425.536775
13.0,114,2425.935253
910.0,1011,2433.325836
14.0,115,2433.729621
-45.0,56,2433.90086
-45.0,56,2434.075387
-45.0,56,2434.259852
59.0,160,2434.829139
431.0,532,2436.511392
-46.0,55,2436.755841
14.0,115,2437.111569
172.0,273,2438.048366
616.0,717,2444.266215
-46.0,55,2444.457008
1108.0,1209,2448.153922
-45.0,56,2448.311285
-46.0,55,2448.489986
911.0,1012,2456.157288
745.0,846,2458.807123
1215.0,1316,2466.795661
1330.0,1431,2474.884231
1428.0,1529,2479.988133
333.0,434,2484.890093
1256.0,1357,2490.376998
915.0,1016,2497.637194
699.0,800,2500.367457
114.0,215,2501.081305
228.0,329,2502.213434
1111.0,1212,2509.604216
337.0,438,2511.265794
-45.0,56,2511.47448
478.0,579,2517.100718
65.0,166,2517.659743
-46.0,55,2517.829406
-45.0,56,2518.040084
181.0,282,2518.887475
179.0,280,2519.76087
522.0,623,2522.440005
616.0,717,2528.446105
1104.0,1205,2532.452
-49.0,52,2532.620085
1068.0,1169,2540.394206
520.0,621,2542.474154
-54.0,47,2542.630444
-50.0,51,2542.787735
566.0,667,2548.567624
474.0,575,2550.497332
-47.0,54,2550.651729
-46.0,55,2550.843054
836.0,937,2554.550058
531.0,632,2560.198237
1108.0,1209,2564.09633
916.0,1017,2571.188509
-45.0,56,2571.349583
67.0,168,2571.898322
1034.0,1135,2575.68012
61.0,162,2576.297598
278.0,379,2581.278147
-45.0,56,2581.460223
1569.0,1670,2587.708505
279.0,380,2592.802311
567.0,668,2594.93996
378.0,479,2596.646657
909.0,1010,2603.634809
789.0,890,2606.619897
654.0,755,2612.567108
427.0,528,2614.32451
877.0,978,2617.655553
705.0,806,2624.450382
69.0,170,2624.985046
1034.0,1135,2628.860463
-46.0,55,2629.085861
909.0,1010,2636.113584
748.0,849,2639.03504
745.0,846,2645.479962
183.0,284,2646.496687
1499.0,1600,2656.193406
1219.0,1320,2660.459974
1210.0,1311,2668.51984
-46.0,55,2668.681454
-46.0,55,2668.861717
13.0,114,2669.235535
1358.0,1459,2677.907272
1469.0,1570,2682.906209
12.0,113,2683.256936
13.0,114,2687.948537
-47.0,54,2688.135193
1462.0,1563,2693.527361
-45.0,56,2693.724083
-46.0,55,2693.896142
-46.0,55,2694.059382
14.0,115,2694.405574
12.0,113,2698.241845
-46.0,55,2698.420703
12.0,113,2698.835241
-46.0,55,2699.006066
-46.0,55,2699.173718
1102.0,1203,2703.078742
-45.0,56,2703.25961
13.0,114,2703.593593
13.0,114,2703.987283
-46.0,55,2704.153101
14.0,115,2704.526831
-46.0,55,2704.706045
-47.0,54,2704.872349
1061.0,1162,2712.328786
-46.0,55,2712.497884
-46.0,55,2712.671909
14.0,115,2713.060299
69.0,170,2713.651793
68.0,169,2714.172663
-46.0,55,2714.365058
12.0,113,2714.733657
-45.0,56,2714.909163
-46.0,55,2715.081267
12.0,113,2719.738223
-46.0,55,2719.812128
-46.0,55,2719.880325
12.0,113,2720.03989
1212.0,1313,2722.203886
-46.0,55,2722.304578
-45.0,56,2722.397819
-46.0,55,2722.492535
12.0,113,2722.681779
13.0,114,2722.854918
